Dish_Name,Cuisine_Type,Veg_Non,Describe,Spice_Level,Sugar_Level,Dish_Category,Food_ID,Weather_Type
Biryani,Indian,Non-Vegetarian,Aromatic rice dish with meat and spices.,3,2,"lunch, main course, dinner",167,Hot
Palak Paneer,Indian,Vegetarian,Spinach and cottage cheese curry.,2,1,"lunch, dinner",168,Cold
Samosa,Indian,Vegetarian,Fried or baked pastry with savory filling.,2,1,"snack, appetizer",169,Rainy
Butter Chicken,Indian,Non-Vegetarian,Creamy tomato-based chicken curry.,2,2,"lunch, dinner",170,Cold
Dhokla,Indian,Vegetarian,Steamed chickpea flour cake.,1,2,"breakfast, snack",171,Hot
Pizza Margherita,Italian,Vegetarian,"Classic pizza with tomatoes, mozzarella, and basil.",1,2,"lunch, dinner",172,Hot
Sushi,Japanese,Non-Vegetarian,Vinegared rice with raw fish and vegetables.,1,1,"lunch, dinner",173,Cold
Tacos,Mexican,Non-Vegetarian,Corn tortilla with various fillings.,2,1,"lunch, dinner",174,Hot
Pad Thai,Thai,Non-Vegetarian,"Stir-fried rice noodles with shrimp, chicken, or tofu.",2,2,"lunch, dinner",175,Hot
Paella,Spanish,Non-Vegetarian,"Rice dish with seafood, vegetables, and saffron.",2,1,"lunch, dinner",176,Hot
Spaghetti Bolognese,Italian,Non-Vegetarian,Pasta with meat sauce.,2,2,"lunch, dinner",177,Hot
Chow Mein,Chinese,Non-Vegetarian,Stir-fried noodles with vegetables and meat.,2,2,"lunch, dinner",178,Hot
Falafel,Middle Eastern,Vegetarian,Deep-fried chickpea balls.,2,1,"lunch, snack",179,Hot
Ceviche,Peruvian,Non-Vegetarian,Raw fish marinated in citrus juices.,2,1,appetizer,180,Cold
Ratatouille,French,Vegetarian,"Vegetable stew with eggplant, zucchini, and peppers.",1,2,"lunch, dinner",181,Hot
Goulash,Hungarian,Non-Vegetarian,Beef stew with paprika and onions.,2,1,"lunch, dinner",182,Hot
Moussaka,Greek,Non-Vegetarian,Eggplant and potato casserole with minced meat.,2,2,"lunch, dinner",183,Hot
Shawarma,Middle Eastern,Non-Vegetarian,Marinated meat wrapped in pita bread.,3,1,"lunch, dinner",184,Hot
Risotto,Italian,Vegetarian,Creamy rice dish with various ingredients.,1,1,"lunch, dinner",185,Hot
Enchiladas,Mexican,Non-Vegetarian,"Corn tortillas with meat, cheese, and chili sauce.",3,2,"lunch, dinner",186,Hot
Lasagna,Italian,Non-Vegetarian,Layered pasta with meat and cheese.,2,2,"lunch, dinner",187,Hot
Sashimi,Japanese,Non-Vegetarian,Sliced raw fish.,1,1,"lunch, dinner",188,Cold
Pho,Vietnamese,Non-Vegetarian,Noodle soup with beef or chicken.,2,1,"lunch, dinner",189,Hot
Hummus,Middle Eastern,Vegetarian,Chickpea dip with tahini.,1,1,"snack, appetizer",190,Hot
Paella Valenciana,Spanish,Non-Vegetarian,"Rice dish with rabbit, chicken, and vegetables.",2,1,"lunch, dinner",191,Hot
Baklava,Turkish,Vegetarian,Sweet pastry with nuts and syrup.,1,5,dessert,192,Cold
Couscous,Moroccan,Vegetarian,Steamed semolina with vegetables and meat.,2,2,"lunch, dinner",193,Hot
Bruschetta,Italian,Vegetarian,Toasted bread with tomatoes and basil.,1,1,appetizer,194,Hot
Tiramisu,Italian,Vegetarian,Layered dessert with coffee-soaked ladyfingers.,1,5,dessert,195,Cold
Quiche Lorraine,French,Non-Vegetarian,Savory tart with bacon and cheese.,1,2,"lunch, dinner",196,Hot
Caprese Salad,Italian,Vegetarian,"Tomato, mozzarella, and basil salad.",1,1,"appetizer, salad",197,Cold
Gazpacho,Spanish,Vegetarian,Cold tomato-based soup.,1,2,"appetizer, soup",198,Cold
Caesar Salad,American,Vegetarian,Romaine lettuce with Caesar dressing and croutons.,1,1,"salad, appetizer",199,Cold
Beef Stroganoff,Russian,Non-Vegetarian,Beef in creamy mushroom sauce.,2,1,"lunch, dinner",200,Hot
Eggplant Parmesan,Italian,Vegetarian,Breaded eggplant with tomato sauce and cheese.,2,2,"lunch, dinner",201,Hot
Chicken Fajitas,Mexican,Non-Vegetarian,Grilled chicken with peppers and onions.,2,1,"lunch, dinner",202,Hot
Lobster Bisque,French,Non-Vegetarian,Creamy lobster soup.,2,2,"appetizer, soup",203,Hot
Shrimp Scampi,Italian,Non-Vegetarian,Shrimp in garlic butter sauce.,2,1,"lunch, dinner",204,Hot
Vegetable Stir-Fry,Chinese,Vegetarian,Stir-fried vegetables with soy sauce.,2,2,"lunch, dinner",205,Hot
Chicken Tikka Masala,Indian,Non-Vegetarian,Chicken in spiced tomato cream sauce.,3,2,"lunch, dinner",206,Hot
Spaghetti Carbonara,Italian,Non-Vegetarian,"Pasta with eggs, cheese, pancetta, and pepper.",2,2,"lunch, dinner",207,Hot
Sushi Roll,Japanese,Non-Vegetarian,Rolled sushi with various fillings.,1,1,"lunch, dinner",208,Cold
Chicken Shawarma,Middle Eastern,Non-Vegetarian,Marinated chicken wrapped in pita bread.,3,1,"lunch, dinner",209,Hot
Beef Tacos,Mexican,Non-Vegetarian,Corn tortillas with beef and toppings.,2,1,"lunch, dinner",210,Hot
Veggie Burger,American,Vegetarian,Vegetable patty burger.,1,1,"lunch, dinner",211,Hot
Mushroom Risotto,Italian,Vegetarian,Creamy rice dish with mushrooms.,1,1,"lunch, dinner",212,Hot
Grilled Salmon,American,Non-Vegetarian,Grilled salmon fillet.,1,1,"lunch, dinner",213,Hot
Chicken Curry,Indian,Non-Vegetarian,Chicken in spicy curry sauce.,3,1,"lunch, dinner",214,Hot
Vegetable Biryani,Indian,Vegetarian,Aromatic rice dish with vegetables.,2,2,"lunch, dinner",215,Hot
Pasta Primavera,Italian,Vegetarian,Pasta with mixed vegetables.,1,2,"lunch, dinner",216,Hot
Arugula salad with strawberries,American,Vegetarian,Crunchy arugula tossed with strawberries in a red wine vinaigrette.,1,0,Salad,217,Hot
Briyani Rice,Indian,Non-Vegetarian,"Briyani Rice is a spicy rice dish that is popular in the Indian subcontinent. It is made with long-grain rice, spices, and meat or vegetables.",1,0,Rice,218,Hot
Haleem,Arabic,Non-Vegetarian,"Haleem is a delicious and flavorful dish made with a combination of lamb, beef and mutton, mixed with wheat, barley, ghee, spices and yogurt. It is a slow-cooked stew that is traditionally served during Ramadan.",1,0,Main_Course,219,Hot
Chicken Curry Garlic Rice,Chinese,Non-Vegetarian,"Chicken pieces marinated in a rich aromatic mixture of spices and herbs, cooked with onion, tomato, garlic and ginger. Served with your choice of steamed rice, garlic rice or white rice.",Cold,0,Chinese,220,Hot
rice,Indian,Vegetarian,Rice served with rice,1,0,Breads,221,Hot
New York Strip Loin,Steakhouse,Non-Vegetarian,"New York Strip Loin, center cut, 12 oz",1,3,Main Course,222,Hot
Gusi no kakuni,Japanese,Non-Vegetarian,Japanese stew made with pork,1,3,Meats,223,Hot
Flathead fillets,Asian,Non-Vegetarian,"Flathead fillets with soy sauce, ginger and spring onion.",1,3,Seafood,224,Hot
Sweet and Sour Pork,Chinese,Non-Vegetarian,"The sweet and sour pork is a dish originated in China. This dish has a sweet and sour sauce and is a deep fried dish. It is served with vegetables, rice and noodles.",0,0,Chinese,225,Hot
Garlic Chicken,American,Non-Vegetarian,Crispy and delicious fried chicken with a garlic marinade.,6,0,Chicken,226,Hot
CHILI VERDE TACO,Mexican,Non-Vegetarian,"Chicken fajita sautéed with onion, green pepper, red pepper, poblano, and jalapeño peppers, tomatoes, tomatillos, and cilantro served on two corn tortillas.",2,4,Tacos,227,Hot
Caramelised onion and goat's cheese tartlets,British,Vegetarian,Caramelised onion and goat's cheese tartlets,1,1,Savory,228,Hot
Mutton Gravy,North Indian,Non-Vegetarian,Mutton in gravy,1,0,Main Course,229,Hot
Pasta,Italian,Vegetarian,"Pasta with tomato sauce, mushroom, bell pepper, onion & cheese",0,1,Vegetarian,230,Hot
Cream of Chicken & Rice,International,Non-Vegetarian,Cream of chicken and rice with parsley garnish.,2,3,Soup,231,Hot
"Banana, Seafood, Sesame, Bread, Chicken, Miso, Cream Cheese, Pepper, Lime, Mayonnaise, Tomato, Zucchini, Sesame, Cucumber, Soy, Ginger, Egg, Pepper, Green",Japanese,Non-Vegetarian,"Banana with Seafood on top of Sesame Bread with Chicken Miso, Cream Cheese with Pepper and Lime Mayonnaise with Tomato, Zucchini, Sesame, Cucumber, Soy, Ginger, Egg and Pepper",5,1,Seafood,232,Rainy
Sweet and Sour Pork,Chinese,Non-Vegetarian,"Tender pork cubes cooked with pineapple, onions and peppers in a sweet and sour sauce.",2,2,Chinese,233,Hot
Fried Mushrooms,American,Non-Vegetarian,Fresh mushrooms lightly battered and fried in-house with a house made seasoned breadcrumbs.,2,0,Appetizer,234,Rainy
Lamb Kebab,American,Non-Vegetarian,Tasty kebab,1,2,Main Course,235,Hot
"Shrimp, tomato and peppers in onion sauce",Cantonese,Non-Vegetarian,"sweet and sour shrimp, tomato and peppers in onion sauce",2,0,Seafood,236,Hot
"Tortilla with spinach, cheese and black beans",Mexican,Vegetarian,"Tortilla with spinach, cheese and black beans",2,0,Vegetarian Main Course,237,Hot
Pad Thai,Thai,Non-Vegetarian,"Stir-fried rice noodles with tofu, bean sprouts, garlic chive, egg, tamarind pulp, fish sauce, dried shrimp, chili powder, palm sugar, soy sauce,",3,2,Rice,238,Hot
Ninja pizza,Italian,Non-Vegetarian,"Freshly made pizza topped with Chicken, Capsicum, Onions and Cheese.",2,1,Pizza,239,Rainy
Spiced Up Burgers,American,Non-Vegetarian,"Spicy burgers made with ground beef, and topped with cheddar cheese, lettuce, tomatoes, and a special burger sauce.",1,2,Burgers & Sandwiches,240,Hot
Shrimp and Chicken Fried Rice,Chinese,Non-Vegetarian,"Shrimp and Chicken Fried Rice with mixed veggies, shrimp, chicken, and egg.",2,1,Asian,241,Rainy
Eggs Benedict,American,Non-Vegetarian,Poached eggs on an English muffin with Canadian bacon and hollandaise sauce,0,0,Breakfast,242,Hot
Samosa,Indian,Vegetarian,"A Samosa refers to a fried or baked pastry with a savory filling, such as spiced potatoes, onions, peas, or lentils. It is a popular snack or appetizer in many countries and regions, including India, Pakistan, Bangladesh, Nepal, Sri Lanka",2,0,Starters,243,Hot
Fried rice,Fusion,Non-Vegetarian,"Classic fried rice made with chicken, shrimp, veggies, and a blend of spices, soy sauce, and oyster sauce.",2,1,Rice,244,Hot
Pork,American,Non-Vegetarian,Pork is a meat of domestic pig.,3,0,Non-Vegetarian,245,Hot
Pizza,Italian,Non-Vegetarian,Pizza with a vegetable topping,1,0,Pizza,246,Hot
Fried Rice,Chinese,Non-Vegetarian,Fried Rice with chicken and eggs.,1,0,Asian,247,Hot
Bread and butter pudding,British,Non-Vegetarian,"a bread pudding made with bread, milk, eggs, sugar, and raisins, topped with a breadcrumb crust.",1,2,Dessert,248,Hot
Gulaman,Filipino,Non-Vegetarian,Jelly-like snack made from seaweed.,1,1,Desserts,249,Hot
Tuna salad,American,Non-Vegetarian,"Tuna with mayo, celery, and other veggies",1,6,Salad,250,Hot
Kedgeree,English,Non-Vegetarian,Poached eggs over a rice pilaf with bits of smoked haddock and curry powder.,0,1,Main,251,Hot
Breakfast Sandwich,American,Non-Vegetarian,"Sandwich made with ham, turkey, Swiss cheese and a fried egg on a baguette. Served with french fries.",6,1,Breakfast,252,Hot
Tonkatsu Curry,Japanese,Non-Vegetarian,"Thin slices of pork cutlet, onions, and your choice of sauce. Add some delicious curry and rice for a tasty meal.",1,0,Non-Vegetarian Rice,253,Cold
Nasi Goreng,Indonesian,Non-Vegetarian,"Nasi goreng is a popular Indonesian fried rice dish. It is traditionally made with white rice, chicken, shrimp, eggs, and vegetables. The dish is usually served with a side of sambal, a spicy chili sauce that is a popular condiment in Indonesia.",1,2,Indian,254,Hot
Pork Sausages,Chinese,Non-Vegetarian,Sausages (Pork),4,4,Non-Veg,255,Hot
meatballs,American,Non-Vegetarian,"Meatballs made with ground beef and seasoned with garlic, salt, and pepper, then breaded and fried until golden brown. Served with a side of marinara sauce for dipping.",1,0,Main Course,256,Hot
Vegetable,American,Vegetarian,"Fresh tomatoes, green peppers, onions, and garlic are sauteed and combined with olive oil, oregano, and basil.",1,0,Salads,257,Hot
Vegetable korma,Indian,Vegetarian,Vegetables cooked in creamy rich gravy,2,2,Indian Vegetarian,258,Hot
Crab Fried Rice,Chinese,Non-Vegetarian,"A Chinese dish made with seafood, rice and vegetables.",3,0,Rice,259,Hot
"Tuna, Tomato, Olive, Cucumber, and Potato Salad",American,Non-Vegetarian,"Tuna, tomato, olive, cucumber and potato salad.",2,0,Salad,260,Hot
Beef Wellington,English,Non-Vegetarian,Beef Wellington is a dish consisting of fillet of beef that is wrapped in puff pastry and duxelles. It is typically served as a roast dish.,0,0,Main Course,261,Hot
Poha,North Indian,Vegetarian,"Poha is a popular breakfast dish made with flattened rice, onions, potatoes, spices, and other ingredients. It is typically served with sev, peanuts, chutney, and pickle.",0,2,Breakfast,262,Hot
Ham and cheese omelette,Irish,Non-Vegetarian,Ham and cheese omelette,1,0,Breakfast,263,Hot
Huli Huli Chicken,American,Non-Vegetarian,"Tender pieces of chicken marinated in soy sauce, pineapple juice, and other spices, then grilled to perfection.",2,2,Main Dish,264,Hot
"Trio of goat cheese, fig jam & prosciutto on fresh baked baguette",Appetizers,Non-Vegetarian,"Trio of goat cheese, fig jam & prosciutto on fresh baked baguette",0,2,Appetizers,265,Hot
Prawns nasi lemak,Malay,Non-Vegetarian,"The king of Malaysian breakfast! Nasi lemak is a dish made of steamed rice cooked in coconut milk and pandan leaf flavouring and served with anchovies, hard-boiled egg, cucumber slices, and roasted peanuts. A special type of s",0,0,Rice,266,Hot
Pad Thai,Thai,Vegetarian,"A stir-fried rice noodle dish commonly served as a street food and eaten from a paper plate or plastic bag in Thailand, and has made its way into Westernized Thai restaurants.",1,1,Street Food,267,Hot
Biscuit,Bakery,Non-Vegetarian,"Baked, sweet, crumbly snack",0,3,Bakery,268,Hot
Escalope de bœuf à la mode de Lyon,French,Non-Vegetarian,Escalope de bœuf à la mode de Lyon,1,0,Main Course,269,Hot
Chicken Tika Masala,Indian,Non-Vegetarian,"Chicken Tikka Masala is a dish of chicken pieces in a creamy sauce, originating in the Indian subcontinent.",3,1,Chicken,270,Hot
Shrimp and Pineapple Fried Rice,Thai,Non-Vegetarian,"A delicious dish of shrimp and pineapple fried rice, with a side of salad and sauce.",3,2,Main Course,271,Hot
Chicken Stroganoff,American,Non-Vegetarian,Chicken Stroganoff,1,0,Main Course,272,Hot
Pork Chops,English,Non-Vegetarian,"Pork chops, pan fried in garlic butter and served with a red wine and mushroom sauce.",0,0,Main Course,273,Hot
Sol Kadhi,Goan,Vegetarian,"Sol Kadhi, a refreshing drink made with coconut milk and kokum, a sour fruit native to Goa. It is a popular beverage in the region and is often served as an accompaniment to spicy Goan food.",0,0,Drink,274,Hot
Crispy shrimp spring rolls,Thai,Non-Vegetarian,"Crispy spring rolls filled with shrimp, green onion, and fresh herbs served with a sweet and spicy sauce.",2,4,Appetizer,275,Hot
Five Spice Duck,Chinese,Non-Vegetarian,"Marinated in five spice and soy, then roasted. Served with spiced plum sauce and steamed Asian greens.",3,2,Meat,276,Hot
Spiced lamb rice,Korean,Non-Vegetarian,Spiced lamb rice with caramelized onions and fresh tomatoes.,1,89,Rice,277,Hot
Tempeh,Indonesian,Vegetarian,"Fried tempeh, bok choy, and mushrooms in a sweet soy sauce",1,3,Other Asian,278,Hot
